abdikovať	отречься	abdikovať	отречься	NFIN;V
cestovávali	путешествовали	cestovať	путешествовать	3;MASC;PL;PST;V
cestovávalo	путешествовало	cestovať	путешествовать	3;NEUT;PST;SG;V
cestujte	путешествуйте	cestovať	путешествовать	2;IMP;PL;V
cestuješ	путешествуешь	cestovať	путешествовать	2;PRS;SG;V
cestujú	путешествуют	cestovať	путешествовать	3;PL;PRS;V
cestujem	путешествую	cestovať	путешествовать	1;PRS;SG;V
cestovať	путешествовать	cestovať	путешествовать	NFIN;V
cestovávala	путешествовала	cestovať	путешествовать	3;FEM;PST;SG;V
cestujeme	путешествуем	cestovať	путешествовать	1;PL;PRS;V
cestovávali	путешествовали	cestovať	путешествовать	3;FEM;PL;PST;V
cestujete	путешествуете	cestovať	путешествовать	2;PL;PRS;V
cestuj	путешествуй	cestovať	путешествовать	2;IMP;SG;V
cestovával	путешествовал	cestovať	путешествовать	3;MASC;PST;SG;V
cestuje	путешествует	cestovať	путешествовать	3;PRS;SG;V
cestu	тесту	cesto	тесто	DAT;N;SG
ciest	тест	cesto	тесто	GEN;N;PL
cestám	тестам	cesto	тесто	DAT;N;PL
cesto	тесто	cesto	тесто	N;NOM;SG
cesta	теста	cesto	тесто	GEN;N;SG
cestá	теста	cesto	тесто	ACC;N;PL
cestá	теста	cesto	тесто	N;NOM;PL
cestom	тестом	cesto	тесто	INS;N;SG
cestách	тестах	cesto	тесто	ESS;N;PL
cestami	тестами	cesto	тесто	INS;N;PL
cesto	тесто	cesto	тесто	ACC;N;SG
ceste	тесте	cesto	тесто	ESS;N;SG
chalanoch	мальчиках	chalan	мальчик	ESS;N;PL
chalanom	мальчиком	chalan	мальчик	INS;N;SG
chalanovi	мальчику	chalan	мальчик	DAT;N;SG
chalanov	мальчиков	chalan	мальчик	GEN;N;PL
chalan	мальчик	chalan	мальчик	N;NOM;SG
chalanom	мальчикам	chalan	мальчик	DAT;N;PL
chalana	мальчика	chalan	мальчик	GEN;N;SG
chalana	мальчика	chalan	мальчик	ACC;N;SG
chalanovi	мальчике	chalan	мальчик	ESS;N;SG
chalani	мальчики	chalan	мальчик	N;NOM;PL
chalanmi	мальчиками	chalan	мальчик	INS;N;PL
chalanom	парням	chalan	парень	DAT;N;PL
chalanovi	парню	chalan	парень	DAT;N;SG
chalanoch	парнях	chalan	парень	ESS;N;PL
chalanom	парнем	chalan	парень	INS;N;SG
chalana	парня	chalan	парень	GEN;N;SG
chalani	парни	chalan	парень	N;NOM;PL
chalana	парня	chalan	парень	ACC;N;SG
chalan	парень	chalan	парень	N;NOM;SG
chalanov	парней	chalan	парень	GEN;N;PL
chalanovi	парне	chalan	парень	ESS;N;SG
chalanmi	парнями	chalan	парень	INS;N;PL
chalani	пацаны	chalan	пацан	N;NOM;PL
chalan	пацан	chalan	пацан	N;NOM;SG
chalana	пацана	chalan	пацан	ACC;N;SG
chalanov	пацанов	chalan	пацан	GEN;N;PL
chalanmi	пацанами	chalan	пацан	INS;N;PL
chalanom	пацанам	chalan	пацан	DAT;N;PL
chalanov	пацанов	chalan	пацан	ACC;N;PL
chalanovi	пацане	chalan	пацан	ESS;N;SG
chalana	пацана	chalan	пацан	GEN;N;SG
chalanom	пацаном	chalan	пацан	INS;N;SG
chalanovi	пацану	chalan	пацан	DAT;N;SG
chalanoch	пацанах	chalan	пацан	ESS;N;PL
chalani	подростки	chalan	подросток	N;NOM;PL
chalanovi	подростке	chalan	подросток	ESS;N;SG
chalanovi	подростку	chalan	подросток	DAT;N;SG
chalan	подросток	chalan	подросток	N;NOM;SG
chalanom	подросткам	chalan	подросток	DAT;N;PL
chalanom	подростком	chalan	подросток	INS;N;SG
chalanoch	подростках	chalan	подросток	ESS;N;PL
chalana	подростка	chalan	подросток	GEN;N;SG
chalanmi	подростками	chalan	подросток	INS;N;PL
chalana	подростка	chalan	подросток	ACC;N;SG
chalanov	подростков	chalan	подросток	GEN;N;PL
chalanov	подростков	chalan	подросток	ACC;N;PL
chalanmi	юношами	chalan	юноша	INS;N;PL
chalan	юноша	chalan	юноша	N;NOM;SG
chalani	юноши	chalan	юноша	N;NOM;PL
chalana	юноши	chalan	юноша	GEN;N;SG
chalanom	юношей	chalan	юноша	INS;N;SG
chalanoch	юношах	chalan	юноша	ESS;N;PL
chalanov	юношей	chalan	юноша	GEN;N;PL
chalanom	юношам	chalan	юноша	DAT;N;PL
chalanovi	юноше	chalan	юноша	ESS;N;SG
chalana	юношу	chalan	юноша	ACC;N;SG
chalanovi	юноше	chalan	юноша	DAT;N;SG
chladného	студёного	chladný	студёный	ADJ;GEN;NEUT;SG
chladným	студёным	chladný	студёный	ADJ;DAT;PL
chladnej	студёной	chladný	студёный	ADJ;ESS;FEM;SG
chladný	студёный	chladný	студёный	ACC;ADJ;INAN;MASC;SG
chladným	студёным	chladný	студёный	ADJ;INS;MASC;SG
chladná	студёная	chladný	студёный	ADJ;FEM;NOM;SG
chladný	студёный	chladný	студёный	ADJ;MASC;NOM;SG
chladné	студёное	chladný	студёный	ACC;ADJ;NEUT;SG
chladné	студёное	chladný	студёный	ADJ;NEUT;NOM;SG
chladnej	студёной	chladný	студёный	ADJ;DAT;FEM;SG
chladné	студёные	chladný	студёный	ADJ;NOM;PL
chladné	студёных	chladný	студёный	ACC;ADJ;PL
chladným	студёным	chladný	студёный	ADJ;INS;NEUT;SG
chladnom	студёном	chladný	студёный	ADJ;ESS;NEUT;SG
chladnom	студёном	chladný	студёный	ADJ;ESS;MASC;SG
chladných	студёных	chladný	студёный	ADJ;GEN;PL
chladnej	студёной	chladný	студёный	ADJ;FEM;GEN;SG
chladných	студёных	chladný	студёный	ADJ;ESS;PL
chladného	студёного	chladný	студёный	ACC;ADJ;MASC;SG
chladného	студёного	chladný	студёный	ADJ;GEN;MASC;SG
chladnou	студёной	chladný	студёный	ADJ;FEM;INS;SG
chladnému	студёному	chladný	студёный	ADJ;DAT;NEUT;SG
chladnú	студёную	chladný	студёный	ACC;ADJ;FEM;SG
chladnému	студёному	chladný	студёный	ADJ;DAT;MASC;SG
chladnými	студёными	chladný	студёный	ADJ;INS;PL
chlapcom	мальчикам	chlapec	мальчик	DAT;N;PL
chlapcovi	мальчике	chlapec	мальчик	ESS;N;SG
chlapcami	мальчиками	chlapec	мальчик	INS;N;PL
chlapec	мальчик	chlapec	мальчик	N;NOM;SG
chlapcovi	мальчику	chlapec	мальчик	DAT;N;SG
chlapci	мальчики	chlapec	мальчик	N;NOM;PL
chlapca	мальчика	chlapec	мальчик	GEN;N;SG
chlapcov	мальчиков	chlapec	мальчик	GEN;N;PL
chlapcoch	мальчиках	chlapec	мальчик	ESS;N;PL
chlapca	мальчика	chlapec	мальчик	ACC;N;SG
chlapcom	мальчиком	chlapec	мальчик	INS;N;SG
chlapcom	парнем	chlapec	парень	INS;N;SG
chlapcov	парней	chlapec	парень	GEN;N;PL
chlapca	парня	chlapec	парень	GEN;N;SG
chlapca	парня	chlapec	парень	ACC;N;SG
chlapcom	парням	chlapec	парень	DAT;N;PL
chlapcovi	парне	chlapec	парень	ESS;N;SG
chlapcoch	парнях	chlapec	парень	ESS;N;PL
chlapcovi	парню	chlapec	парень	DAT;N;SG
chlapec	парень	chlapec	парень	N;NOM;SG
chlapcami	парнями	chlapec	парень	INS;N;PL
chlapci	парни	chlapec	парень	N;NOM;PL
chlapcom	пацаном	chlapec	пацан	INS;N;SG
chlapca	пацана	chlapec	пацан	GEN;N;SG
chlapcov	пацанов	chlapec	пацан	GEN;N;PL
chlapci	пацаны	chlapec	пацан	N;NOM;PL
chlapca	пацана	chlapec	пацан	ACC;N;SG
chlapcovi	пацане	chlapec	пацан	ESS;N;SG
chlapcov	пацанов	chlapec	пацан	ACC;N;PL
chlapcovi	пацану	chlapec	пацан	DAT;N;SG
chlapcom	пацанам	chlapec	пацан	DAT;N;PL
chlapcoch	пацанах	chlapec	пацан	ESS;N;PL
chlapcami	пацанами	chlapec	пацан	INS;N;PL
chlapec	пацан	chlapec	пацан	N;NOM;SG
chlapcovi	подростку	chlapec	подросток	DAT;N;SG
chlapci	подростки	chlapec	подросток	N;NOM;PL
chlapca	подростка	chlapec	подросток	GEN;N;SG
chlapcovi	подростке	chlapec	подросток	ESS;N;SG
chlapcov	подростков	chlapec	подросток	GEN;N;PL
chlapcom	подросткам	chlapec	подросток	DAT;N;PL
chlapcoch	подростках	chlapec	подросток	ESS;N;PL
chlapcom	подростком	chlapec	подросток	INS;N;SG
chlapcov	подростков	chlapec	подросток	ACC;N;PL
chlapca	подростка	chlapec	подросток	ACC;N;SG
chlapec	подросток	chlapec	подросток	N;NOM;SG
chlapcami	подростками	chlapec	подросток	INS;N;PL
chlapca	юноши	chlapec	юноша	GEN;N;SG
chlapcom	юношам	chlapec	юноша	DAT;N;PL
chlapca	юношу	chlapec	юноша	ACC;N;SG
chlapcovi	юноше	chlapec	юноша	DAT;N;SG
chlapci	юноши	chlapec	юноша	N;NOM;PL
chlapec	юноша	chlapec	юноша	N;NOM;SG
chlapcoch	юношах	chlapec	юноша	ESS;N;PL
chlapcami	юношами	chlapec	юноша	INS;N;PL
chlapcovi	юноше	chlapec	юноша	ESS;N;SG
chlapcov	юношей	chlapec	юноша	GEN;N;PL
chlapcom	юношей	chlapec	юноша	INS;N;SG
chorôb	болезней	choroba	болезнь	GEN;N;PL
choroby	болезни	choroba	болезнь	N;NOM;PL
choroby	болезни	choroba	болезнь	GEN;N;SG
chorobu	болезнь	choroba	болезнь	ACC;N;SG
chorobami	болезнями	choroba	болезнь	INS;N;PL
choroba	болезнь	choroba	болезнь	N;NOM;SG
chorobách	болезнях	choroba	болезнь	ESS;N;PL
chorobe	болезни	choroba	болезнь	DAT;N;SG
chorobám	болезням	choroba	болезнь	DAT;N;PL
chorobe	болезни	choroba	болезнь	ESS;N;SG
chorobou	болезнью	choroba	болезнь	INS;N;SG
choroba	заболевание	choroba	заболевание	N;NOM;SG
choroby	заболевания	choroba	заболевание	GEN;N;SG
chorobu	заболевание	choroba	заболевание	ACC;N;SG
chorôb	заболеваний	choroba	заболевание	GEN;N;PL
chorobe	заболевании	choroba	заболевание	ESS;N;SG
chorobe	заболеванию	choroba	заболевание	DAT;N;SG
chorobám	заболеваниям	choroba	заболевание	DAT;N;PL
chorobách	заболеваниях	choroba	заболевание	ESS;N;PL
chorobami	заболеваниями	choroba	заболевание	INS;N;PL
chorobou	заболеванием	choroba	заболевание	INS;N;SG
choroby	заболевания	choroba	заболевание	N;NOM;PL
chorobou	недугом	choroba	недуг	INS;N;SG
chorôb	недугов	choroba	недуг	GEN;N;PL
choroby	недуга	choroba	недуг	GEN;N;SG
chorobami	недугами	choroba	недуг	INS;N;PL
chorobám	недугам	choroba	недуг	DAT;N;PL
chorobu	недуг	choroba	недуг	ACC;N;SG
chorobe	недуге	choroba	недуг	ESS;N;SG
choroby	недуги	choroba	недуг	ACC;N;PL
chorobe	недугу	choroba	недуг	DAT;N;SG
choroby	недуги	choroba	недуг	N;NOM;PL
choroba	недуг	choroba	недуг	N;NOM;SG
chorobách	недугах	choroba	недуг	ESS;N;PL
choroby	хвори	choroba	хворь	GEN;N;SG
chorobami	хворями	choroba	хворь	INS;N;PL
choroby	хвори	choroba	хворь	ACC;N;PL
chorôb	хворей	choroba	хворь	GEN;N;PL
choroba	хворь	choroba	хворь	N;NOM;SG
chorobou	хворью	choroba	хворь	INS;N;SG
chorobách	хворях	choroba	хворь	ESS;N;PL
choroby	хвори	choroba	хворь	N;NOM;PL
chorobu	хворь	choroba	хворь	ACC;N;SG
chorobe	хвори	choroba	хворь	DAT;N;SG
chorobám	хворям	choroba	хворь	DAT;N;PL
chorobe	хвори	choroba	хворь	ESS;N;SG
chrbte	спине	chrbát	спина	ESS;N;SG
chrbty	спины	chrbát	спина	N;NOM;PL
chrbtu	спине	chrbát	спина	DAT;N;SG
chrbtom	спинам	chrbát	спина	DAT;N;PL
chrbtami	спинами	chrbát	спина	INS;N;PL
chrbát	спину	chrbát	спина	ACC;N;SG
chrbtom	спиной	chrbát	спина	INS;N;SG
chrbtov	спин	chrbát	спина	GEN;N;PL
chrbta	спины	chrbát	спина	GEN;N;SG
chrbtoch	спинах	chrbát	спина	ESS;N;PL
chrbát	спина	chrbát	спина	N;NOM;SG
chrobákom	букашкой	chrobák	букашка	INS;N;SG
chrobák	букашка	chrobák	букашка	N;NOM;SG
chrobákoch	букашках	chrobák	букашка	ESS;N;PL
chrobákom	букашкам	chrobák	букашка	DAT;N;PL
chrobáka	букашки	chrobák	букашка	GEN;N;SG
chrobákovi	букашке	chrobák	букашка	DAT;N;SG
chrobáka	букашку	chrobák	букашка	ACC;N;SG
chrobáky	букашки	chrobák	букашка	N;NOM;PL
chrobákov	букашек	chrobák	букашка	GEN;N;PL
chrobákmi	букашками	chrobák	букашка	INS;N;PL
chrobákovi	букашке	chrobák	букашка	ESS;N;SG
chrobákovi	жуку	chrobák	жук	DAT;N;SG
chrobákom	жуком	chrobák	жук	INS;N;SG
chrobáka	жука	chrobák	жук	GEN;N;SG
chrobákoch	жуках	chrobák	жук	ESS;N;PL
chrobákovi	жуке	chrobák	жук	ESS;N;SG
chrobáka	жука	chrobák	жук	ACC;N;SG
chrobákmi	жуками	chrobák	жук	INS;N;PL
chrobákov	жуков	chrobák	жук	GEN;N;PL
chrobákom	жукам	chrobák	жук	DAT;N;PL
chrobáky	жуки	chrobák	жук	N;NOM;PL
chrobák	жук	chrobák	жук	N;NOM;SG
chrobákoch	насекомых	chrobák	насекомое	ESS;N;PL
chrobáky	насекомые	chrobák	насекомое	N;NOM;PL
chrobákmi	насекомыми	chrobák	насекомое	INS;N;PL
chrobákom	насекомым	chrobák	насекомое	DAT;N;PL
chrobákovi	насекомому	chrobák	насекомое	DAT;N;SG
chrobákov	насекомых	chrobák	насекомое	GEN;N;PL
chrobákom	насекомым	chrobák	насекомое	INS;N;SG
chrobák	насекомое	chrobák	насекомое	N;NOM;SG
chrobáka	насекомое	chrobák	насекомое	ACC;N;SG
chrobáky	насекомых	chrobák	насекомое	ACC;N;PL
chrobákovi	насекомом	chrobák	насекомое	ESS;N;SG
chrobáka	насекомого	chrobák	насекомое	GEN;N;SG
chuligán	гопник	chuligán	гопник	N;NOM;SG
